customer_id,first_name,last_name,email,phone,city,postcode,signup_date,source_system,loyalty_member,loyalty_id,loyalty_join_date,behaviour_segment
C0024259,David,Stone,fordjack@example.org,(0117) 496 0614,Brendaberg,TR2X 2BF,2025-09-02,ECOM_V1,False,,,one_time
C0024260,Gail,Mellor,stevenrichardson@example.org,(0114) 496 0755,Pricefurt,E4 2TU,2024-02-10,LOYALTY_CRM,False,,,one_time
C0024261,Karen,Lloyd,annasingh@example.com,+44(0)1614960124,East Lucy,SG22 1DP,2025-01-15,ECOM_V2,False,,,inactive
C0024262,James,Sinclair,suzannewhite@example.net,+441144960883,Russellside,LL8P 3QE,2025-08-16,POS_LEGACY,False,,,returning
C0024263,Lisa,Gough,palmerdylan@example.org,+4420 74960624,Georgeport,S9 4UG,2024-07-24,MOBILE_APP,False,,,one_time
C0024264,Clive,Scott,smithelizabeth@example.com,+44116 496 0514,West Jade,NW5 2TZ,2024-10-20,ECOM_V2,False,,,inactive
C0024265,Chelsea,Howell,victoria39@example.net,+441314960769,West Alexandra,BL1P 1ZU,2024-10-29,ECOM_V2,False,,,one_time
C0024266,Leonard,Pearson,dylan96@example.com,01164960852,Jonathantown,LL9 3DB,2025-06-09,ECOM_V2,False,,,one_time
C0024267,Amelia,Matthews,antonyreynolds@example.net,+44191 496 0296,Lake Jackfurt,N0H 9GQ,2024-08-10,MOBILE_APP,True,L0024267,2025-10-07,one_time
C0024268,Leonard,Schofield,neil48@example.com,01174960644,South Gary,YO1H 4ZU,2025-12-28,POS_LEGACY,False,,,one_time
C0024269,Deborah,Arnold,connollycheryl@example.com,+449098790128,South Hughland,CV6 5US,2024-08-21,ECOM_V2,False,,,one_time
C0024270,Wendy,George,sharon10@example.net,+441164960046,Janetbury,S88 9JF,2025-01-21,LOYALTY_CRM,False,,,inactive
C0024271,Allan,Harrison,lambertelizabeth@example.org,(0117) 4960401,Elliotstad,S7F 5YD,2024-02-04,LOYALTY_CRM,False,,,one_time
C0024272,Abigail,Saunders,marcusmoore@example.com,(0115) 4960866,East Wayne,PE5H 5NL,2025-03-05,MOBILE_APP,False,,,returning
C0024273,Scott,Arnold,glenrowe@example.net,0121 4960509,Lake Kathleenchester,N5 9NT,2024-12-31,ECOM_V2,False,,,inactive
C0024274,Carole,Howard,cdennis@example.org,+44306 999 0126,Lake Dawnmouth,S04 4XS,2025-02-13,POS_LEGACY,True,L0024274,2025-11-01,returning
C0024275,Wendy,Walker,reidbeverley@example.com,0121 4960187,North Kirsty,N5 5SB,2025-06-15,ECOM_V2,False,,,high_value
C0024276,Leslie,Carr,wharrison@example.org,0191 498 0020,Metcalfebury,G0 3ZN,2025-12-11,LOYALTY_CRM,True,L0024276,2025-12-17,one_time
C0024277,Frances,Ward,martinrose@example.net,+44121 496 0907,Curtistown,BD76 5HY,2024-01-22,MOBILE_APP,False,,,returning
C0024278,Marcus,Wall,terry54@example.net,(020)74960628,Allenstad,HU78 8DH,2024-06-02,ECOM_V2,True,L0024278,2024-08-17,high_value
C0024279,Stephanie,Rowley,longvictor@example.net,+441414960484,Deborahmouth,SE9 6WB,2025-12-16,ECOM_V2,False,,,returning
C0024280,Phillip,Bolton,twatson@example.com,+441184960740,Carrollton,BB4Y 6DZ,2024-05-30,ECOM_V2,True,L0024280,2025-12-14,one_time
C0024281,Roy,Tomlinson,singhrosemary@example.com,(0113)4960479,Lake Leonardfurt,W8W 3TY,2024-11-24,POS_LEGACY,False,,,returning
C0024282,Kelly,Adams,gwebb@example.org,+44(0)808 1570840,Port Stanleyview,E69 7XX,2025-01-15,MOBILE_APP,False,,,one_time
C0024283,Glenn,Matthews,howardjohnson@example.org,+441174960070,Connortown,N8B 7UR,2025-11-29,LOYALTY_CRM,True,L0024283,2025-12-30,returning
C0024284,Daniel,Adams,kirklawrence@example.org,01614960489,Singhstad,BR12 0ZY,2024-05-20,LOYALTY_CRM,False,,,returning
C0024285,Clive,Booth,deborahholmes@example.net,(0909) 879 0353,New Dale,SR7X 8ET,2025-05-17,ECOM_V1,True,L0024285,2025-06-16,high_value
C0024286,Gerard,McCarthy,bethwilliams@example.org,0115 4960710,Luketon,JE90 2SH,2025-01-22,MOBILE_APP,True,L0024286,2025-09-08,one_time
C0024287,Adam,Elliott,dianacollins@example.com,0114 4960889,Julianstad,W7J 2ZT,2025-05-18,LOYALTY_CRM,False,,,returning
C0024288,Bryan,Gardiner,fbrookes@example.com,0115 4960711,West Dominic,LE8N 1JY,2024-01-24,ECOM_V2,False,,,inactive
C0024289,Eileen,O'Donnell,wallacemohammed@example.org,(029) 2018 0970,South Jordanfort,IV4 6LB,2024-06-19,LOYALTY_CRM,False,,,returning
C0024290,Beth,Matthews,bradley17@example.net,0113 496 0283,South Clare,IG7 5EQ,2024-01-28,ECOM_V1,False,,,inactive
C0024291,Karen,Shaw,pwood@example.org,+44(0)151 496 0688,Dianechester,EX9E 1AH,2024-11-10,MOBILE_APP,True,L0024291,2025-06-03,reactivated
C0024292,Kimberley,Stone,leighmoore@example.net,+44(0)8081570375,Lake Wayne,TF49 0TS,2025-02-16,ECOM_V2,False,,,one_time
C0024293,Rosemary,Hyde,mcdonaldbryan@example.net,(028)9018436,Bryanfurt,B5W 4ZX,2024-08-26,MOBILE_APP,False,,,returning
C0024294,Bryan,Stevens,vwallace@example.net,0115 4960165,Ronaldport,E7 3EN,2024-11-07,MOBILE_APP,True,L0024294,2025-12-01,one_time
C0024295,Leslie,Jones,xphillips@example.org,+44306 999 0143,Lake Melaniemouth,WF47 4PL,2025-01-29,ECOM_V2,False,,,reactivated
C0024296,Charles,Hughes,charliehardy@example.org,(0117) 496 0300,Kingside,HU5 1PP,2024-08-18,LOYALTY_CRM,False,,,inactive
C0024297,Sally,Hopkins,dobsonellie@example.net,+441314960209,Evansburgh,EH0 5EL,2024-11-09,POS_LEGACY,False,,,high_value
C0024298,Heather,Burton,fstephens@example.org,(0121) 4960164,Phillipsfort,HD5 8JR,2025-10-28,ECOM_V2,False,,,one_time
C0024299,Megan,Pope,samuel79@example.net,+44(0)292018255,East Georgeberg,SE91 1SW,2025-01-30,LOYALTY_CRM,False,,,returning
C0024300,Sian,Bailey,lucy19@example.net,(029) 2018506,North Jordanstad,AL8 6BX,2024-03-19,POS_LEGACY,False,,,returning
C0024301,Marie,Steele,bradleytracey@example.com,+44(0)289018738,Louiseton,B8T 6ET,2025-10-15,MOBILE_APP,False,,,one_time
C0024302,Frances,Patel,baldwindarren@example.net,(0115) 4960004,North Lynneville,KW9V 9HY,2024-04-23,ECOM_V1,False,,,inactive
C0024303,Amy,Dawson,callumgriffiths@example.com,+441632 960 118,North Elizabethburgh,DY6B 2HG,2024-07-29,POS_LEGACY,False,,,returning
C0024304,John,Anderson,ostephenson@example.net,+44306 999 0205,Pricemouth,NG6 2YJ,2024-01-13,ECOM_V2,False,,,inactive
C0024305,Hugh,Wood,joannewalker@example.org,(0114) 4960275,Lake Dale,YO9 2LG,2024-12-17,LOYALTY_CRM,False,,,reactivated
C0024306,Hazel,Forster,lhughes@example.org,0118 4960253,New Edwardchester,DH5 7TP,2025-04-13,LOYALTY_CRM,False,,,one_time
C0024307,Owen,Rogers,frank67@example.net,01314960133,Anneport,BS5N 1XR,2025-02-03,LOYALTY_CRM,True,L0024307,2025-09-13,one_time
C0024308,Edward,Scott,cookeaaron@example.org,+44118 4960404,Lake Justinburgh,TW5B 7TG,2024-12-23,POS_LEGACY,False,,,one_time
C0024309,Martyn,Williams,alexandrahughes@example.net,0115 496 0133,North Vanessamouth,W2G 2TU,2024-02-19,ECOM_V1,True,L0024309,2025-01-20,inactive
C0024310,Dorothy,Green,margaretpayne@example.com,+44(0)1632 960500,Carolynside,G23 9HR,2025-10-15,POS_LEGACY,True,L0024310,2025-12-18,one_time
C0024311,Nigel,Brooks,ggray@example.net,+44292018123,Charltonhaven,WS1N 0ND,2024-07-05,LOYALTY_CRM,False,,,returning
C0024312,Samantha,Lee,hparkinson@example.com,02074960649,Port Jordanfort,N8B 1EL,2024-11-19,MOBILE_APP,False,,,high_value
C0024313,Leonard,Jones,craig28@example.net,+44141 496 0397,Port Francis,W4 4LD,2025-03-04,ECOM_V2,False,,,returning
C0024314,Diana,Jones,aaronhall@example.com,0306 999 0713,Kirstyborough,M1K 2UH,2024-03-14,MOBILE_APP,False,,,inactive
C0024315,Shannon,Godfrey,chelsearichardson@example.org,+44(0)141 496 0372,East Charleneport,S0 9JX,2025-01-26,MOBILE_APP,True,L0024315,2025-04-15,one_time
C0024316,Justin,Banks,irene42@example.org,0191 498 0178,West Olivia,B12 2QE,2024-01-03,MOBILE_APP,False,,,one_time
C0024317,Lydia,Patel,rachel55@example.net,(0151) 4960996,East Christianbury,CA02 7NU,2025-09-28,ECOM_V2,True,L0024317,2025-10-22,one_time
C0024318,Geoffrey,Griffiths,jonesadrian@example.com,(0117) 4960235,Williamsmouth,E7 2LP,2025-03-14,LOYALTY_CRM,False,,,reactivated
C0024319,Dale,Gilbert,batescarl@example.org,+441632 960 178,North Nicolastad,DN85 7FY,2024-11-07,MOBILE_APP,False,,,returning
C0024320,Toby,Pearce,zoeadams@example.org,01632 960 529,Taylorberg,B8 9UA,2025-07-15,LOYALTY_CRM,True,L0024320,2025-12-14,returning
C0024321,Mohamed,King,jessica75@example.org,(0115)4960338,Port Deniseburgh,L1 6ZR,2025-09-24,LOYALTY_CRM,False,,,returning
C0024322,Kimberley,King,clarkmichelle@example.net,+44(0)161 496 0408,South Ryanberg,M9 1HW,2024-06-05,MOBILE_APP,True,L0024322,2025-07-22,one_time
C0024323,Stanley,Thomas,andreacox@example.net,+4428 9018166,New Lucy,TD9 5BW,2025-04-25,POS_LEGACY,True,L0024323,2025-11-12,one_time
C0024324,Nicole,O'Sullivan,fstorey@example.org,(029) 2018670,East Jacqueline,SN0X 4LH,2024-09-09,ECOM_V2,False,,,one_time
C0024325,Lynne,Wallis,tracyvincent@example.org,028 9018198,West Andrea,W3B 8AY,2025-01-03,ECOM_V2,True,L0024325,2025-12-01,returning
C0024326,Louis,Wells,watsondean@example.org,(0131)4960320,Marshberg,S70 5BN,2024-04-18,ECOM_V1,True,L0024326,2024-05-18,reactivated
C0024327,Charles,Miller,davidgriffiths@example.com,+44(0)121 496 0557,North Paige,KW61 3WT,2024-06-28,POS_LEGACY,False,,,returning
C0024328,Rebecca,May,grahamconnor@example.org,(020) 74960076,Bethport,CF1 4TY,2025-11-11,ECOM_V2,True,L0024328,2025-11-13,returning
C0024329,Patrick,Hughes,hazelsmith@example.net,0118 496 0321,Davisville,M4S 2FE,2024-02-14,LOYALTY_CRM,True,L0024329,2025-10-20,one_time
C0024330,Hayley,Watson,gemma88@example.net,+441632960640,Palmershire,G8U 8SL,2024-07-28,POS_LEGACY,False,,,reactivated
C0024331,Ashley,Dawson,jennifer97@example.net,+44(0)1214960595,Bradshawberg,ML12 8HW,2025-06-13,ECOM_V2,True,L0024331,2025-09-13,returning
C0024332,Julian,Pratt,dylan68@example.net,(0118) 4960069,Lake Garyton,BH7P 4RG,2025-06-02,MOBILE_APP,False,,,inactive
C0024333,Terry,Harper,louis35@example.com,(0161) 4960961,Sianland,CM8P 0RQ,2024-06-05,POS_LEGACY,False,,,reactivated
C0024334,Chloe,Hudson,alice53@example.net,029 2018 0568,Lynneburgh,L8H 2QT,2025-06-24,MOBILE_APP,True,L0024334,2025-07-15,returning
C0024335,Abbie,Lloyd,fordjoel@example.net,+441514960145,West Brett,L4 8WW,2025-12-08,ECOM_V2,False,,,returning
C0024336,Frank,Robinson,ruthjones@example.org,01134960807,Lake Shaneland,ML4 2HX,2024-06-10,ECOM_V2,True,L0024336,2025-05-12,reactivated
C0024337,Rebecca,Jones,hillholly@example.net,+44(0)1134960977,Morrismouth,EX1 9YG,2025-12-05,POS_LEGACY,False,,,returning
C0024338,Alice,Hill,bethan83@example.net,(028) 9018372,East Lewistown,W7U 5SN,2024-07-08,POS_LEGACY,False,,,one_time
C0024339,Reece,Davies,rosemaryowen@example.org,0115 4960798,South Jordan,PL18 5XJ,2024-04-22,MOBILE_APP,True,L0024339,2025-07-02,returning
C0024340,Chelsea,Young,justin29@example.org,+44(0)808 157 0334,Wheelerburgh,EX4M 8ER,2024-11-21,ECOM_V2,True,L0024340,2024-12-12,one_time
C0024341,Rebecca,Jordan,tclarke@example.net,0191 4960724,Lake Mohamed,EX90 5LL,2025-01-17,MOBILE_APP,False,,,one_time
C0024342,Wayne,Thomas,ncook@example.net,0141 4960708,Lake Arthur,NN1W 1HA,2025-04-01,ECOM_V2,True,L0024342,2025-04-03,returning
C0024343,Emma,Waters,albert30@example.org,+44(0)1154960653,East Connorchester,KW82 9ND,2024-07-27,MOBILE_APP,False,,,reactivated
C0024344,Matthew,Randall,fiona87@example.net,+44117 496 0158,East Joefort,CW7H 3UY,2024-07-16,LOYALTY_CRM,False,,,one_time
C0024345,Kyle,Connolly,srowley@example.net,(0808)1570936,North Amy,SS6V 8DN,2024-05-14,MOBILE_APP,True,L0024345,2025-05-12,reactivated
C0024346,Jack,Hudson,hazel13@example.com,+441514960946,Lake Amberbury,EC7 0PE,2024-07-22,MOBILE_APP,True,L0024346,2025-06-25,returning
C0024347,Stephen,Price,declanlawson@example.org,029 2018 0741,Hollandview,TS5A 8WG,2025-02-13,LOYALTY_CRM,False,,,one_time
C0024348,Frank,Ward,hholmes@example.net,0121 4960580,Geraldinebury,EC0V 3DE,2024-10-22,ECOM_V1,False,,,one_time
C0024349,Brenda,Taylor,glenstevenson@example.com,0306 999 0444,Gillfurt,E6 2LP,2025-05-26,ECOM_V1,False,,,returning
C0024350,Vanessa,Robinson,georginaclarke@example.org,+441614960214,Geoffreyside,CA4 8NS,2024-08-02,LOYALTY_CRM,True,L0024350,2025-07-18,returning
C0024351,Ronald,Moss,charlene60@example.com,+44(0)117 4960621,West Kenneth,B69 6ND,2024-10-13,ECOM_V2,False,,,one_time
C0024352,Joan,Lawrence,jayne53@example.com,+44(0)114 496 0835,North Valerie,M4 2NZ,2024-01-02,POS_LEGACY,True,L0024352,2025-09-11,one_time
C0024353,Katy,Jones,qhowarth@example.org,(01632) 960 422,East Paige,KW33 3HF,2025-03-09,LOYALTY_CRM,True,L0024353,2025-05-27,one_time
C0024354,Barry,Atkinson,kathleenboyle@example.org,0121 4960237,South Glenville,LD5 5AD,2025-04-29,LOYALTY_CRM,True,L0024354,2025-08-19,one_time
C0024355,Ashleigh,Davis,gallagherbrian@example.net,01614960327,Elainehaven,B3 0XZ,2025-06-30,MOBILE_APP,True,L0024355,2025-09-02,returning
C0024356,Shaun,Mills,alianthony@example.com,+441144960630,Henryshire,G4 9LF,2025-01-07,POS_LEGACY,False,,,one_time
C0024357,Wayne,Middleton,maurice44@example.org,+44(0)1414960003,East Bethtown,SR8 1TT,2024-10-11,POS_LEGACY,False,,,inactive
C0024358,Joanna,Owen,georgejohnson@example.com,(028)9018069,Deanshire,SS9 4FZ,2025-09-24,ECOM_V1,False,,,one_time
C0024359,Malcolm,Hill,donaldbrooks@example.net,+44(0)161 4960211,West Marianborough,SS2B 5JT,2024-10-02,LOYALTY_CRM,False,,,returning
C0024360,Marilyn,Carroll,gcooper@example.com,+44(0)1614960967,Nicoleton,HX79 8LG,2024-07-27,ECOM_V2,False,,,returning
C0024361,Gareth,Bailey,samanthacarroll@example.net,(0191)4960164,Robinsonborough,M4 6HW,2024-08-10,MOBILE_APP,True,L0024361,2025-08-27,inactive
C0024362,Anna,Bond,wyates@example.org,+44117 4960578,North Abbiemouth,HG4 7BN,2024-01-23,ECOM_V2,False,,,returning
C0024363,Pauline,Smith,garethlawrence@example.net,+44(0)118 4960535,Keithchester,CF9 8ZU,2025-11-10,ECOM_V2,False,,,high_value
C0024364,Elizabeth,Lambert,raymondtaylor@example.com,0909 8790503,Berryland,BL36 8RU,2025-05-21,LOYALTY_CRM,True,L0024364,2025-08-21,one_time
C0024365,Allan,Bell,nathan07@example.net,+44(0)289018655,Hallberg,BA3 9EB,2024-05-07,LOYALTY_CRM,False,,,returning
C0024366,Shannon,Johnston,rhoward@example.net,01134960195,West Joseph,RH5 1LW,2024-07-20,ECOM_V2,False,,,inactive
C0024367,Tracy,Byrne,brandonlewis@example.com,+44(0)1914960334,Mooreville,B7 7RL,2025-10-11,ECOM_V1,False,,,one_time
C0024368,Wendy,Austin,nathan42@example.com,(0191) 496 0531,North Marionton,L53 1YA,2025-04-22,ECOM_V2,False,,,returning
C0024369,Josh,Abbott,ysaunders@example.org,+448081570639,New Joshberg,E5H 0TY,2025-06-09,MOBILE_APP,False,,,one_time
C0024370,Liam,Wade,gmcdonald@example.com,+4429 2018 0495,Iainbury,G8T 0BS,2024-03-25,ECOM_V1,False,,,one_time
C0024371,Michelle,Shaw,zdavies@example.com,+44808 1570455,Alanfort,S0K 0YP,2024-02-17,POS_LEGACY,False,,,reactivated
C0024372,Ricky,Phillips,scottmorris@example.org,+44(0)1314960692,Jennabury,W6 8SZ,2025-08-03,ECOM_V1,False,,,returning
C0024373,Martin,Smart,anna39@example.org,+4429 2018 0142,Lake Hannah,B0 5WP,2024-05-10,LOYALTY_CRM,False,,,returning
C0024374,Roger,Morgan,cameronwilson@example.org,+44(0)1614960291,Lake Sallyburgh,E56 2FN,2024-10-01,MOBILE_APP,True,L0024374,2025-11-27,returning
C0024375,Paul,Sinclair,donna23@example.com,+441514960873,Russellview,L31 9ES,2025-04-29,LOYALTY_CRM,True,L0024375,2025-06-30,returning
C0024376,Ashley,Perkins,samanthawebster@example.org,028 9018 0191,North Philipmouth,L3U 8QJ,2025-05-14,POS_LEGACY,True,L0024376,2025-12-29,reactivated
C0024377,Brett,Ahmed,bethan87@example.org,(0141) 4960005,Thomasland,SA2Y 6QH,2024-10-20,LOYALTY_CRM,False,,,returning
C0024378,Mitchell,Hayes,barkerkathryn@example.org,(028) 9018 0765,Williamsview,BT98 7UN,2024-03-23,ECOM_V2,False,,,returning
C0024379,Amelia,Lynch,joneskim@example.org,+441514960664,Shawport,M3 9AF,2024-07-11,ECOM_V2,False,,,returning
C0024380,Wendy,Pearson,vaughansian@example.org,0161 496 0318,East Gillianbury,M90 6PQ,2024-04-08,ECOM_V2,False,,,one_time
C0024381,Judith,Cooper,mshaw@example.org,020 74960618,Melanieton,N4H 5XG,2024-05-11,LOYALTY_CRM,False,,,returning
C0024382,Lynda,Ward,williamsgerald@example.net,+44(0)131 496 0618,Deanhaven,M8 1FU,2024-01-01,LOYALTY_CRM,False,,,reactivated
C0024383,Allan,Hopkins,lesleyburton@example.net,+44(0)28 9018656,South June,L6K 1GJ,2024-12-28,ECOM_V2,False,,,high_value
C0024384,Kelly,Elliott,mark07@example.com,+44(0)113 4960760,Sharpstad,N9 2JS,2024-07-17,MOBILE_APP,False,,,one_time
C0024385,Maureen,Stone,cheryl88@example.com,+44(0)29 2018824,New Gail,G8E 8ZL,2024-05-24,ECOM_V1,False,,,one_time
C0024386,Joanna,Morris,edward59@example.org,+441144960997,Mathewville,N26 1XE,2025-12-15,POS_LEGACY,False,,,returning
C0024387,Stanley,Taylor,alisongill@example.org,01174960301,Kimside,SY4H 3QZ,2024-06-14,ECOM_V2,False,,,returning
C0024388,Naomi,Turnbull,wardnicola@example.com,(0141) 496 0435,East Garyfort,G21 4LH,2024-05-18,MOBILE_APP,True,L0024388,2024-06-01,one_time
C0024389,Luke,Young,robin53@example.org,+44118 496 0489,Lake Rhys,NP16 0GQ,2024-02-11,MOBILE_APP,False,,,one_time
C0024390,Annette,Ward,murrayeric@example.net,+44(0)114 4960432,South Conor,UB0B 3LE,2025-08-15,ECOM_V2,False,,,one_time
C0024391,Clare,Howe,chapmanemily@example.net,(0115)4960711,Lindseyfort,GU9 7TX,2024-07-20,LOYALTY_CRM,True,L0024391,2024-12-04,one_time
C0024392,Toby,Lewis,victoriajones@example.net,01184960504,Valeriemouth,SY2E 4SU,2025-12-14,ECOM_V2,True,L0024392,2025-12-25,returning
C0024393,Frederick,Jones,jacksonfrederick@example.net,+441514960414,Garymouth,DD8 8RL,2025-04-13,POS_LEGACY,False,,,returning
C0024394,Maureen,Wells,molly04@example.net,+44(0)116 4960187,New Jennifer,M53 2UU,2024-11-05,ECOM_V1,False,,,one_time
C0024395,Pamela,Mills,qbaker@example.com,(020)74960941,East Caroleburgh,YO0 2SJ,2025-05-09,MOBILE_APP,True,L0024395,2025-06-11,returning
C0024396,Julian,Craig,leachlouise@example.com,(0118) 4960949,Brownmouth,DY3 7AX,2025-03-22,ECOM_V2,False,,,reactivated
C0024397,Jack,Ahmed,adam03@example.net,+441414960466,South Bethany,N73 9DB,2025-08-31,MOBILE_APP,True,L0024397,2025-09-17,one_time
C0024398,Bethan,Nelson,sylviapage@example.net,(0191) 496 0256,Lake Rhyshaven,CM2 5LS,2024-01-14,MOBILE_APP,False,,,one_time
C0024399,Derek,Russell,kerry19@example.net,020 74960530,Lorraineview,KA1H 6ND,2025-04-08,POS_LEGACY,True,L0024399,2025-10-30,returning
C0024400,Robin,Thornton,allenmark@example.net,+44(0)118 4960380,Leeton,IV3E 9FJ,2025-04-10,POS_LEGACY,True,L0024400,2025-05-31,one_time
C0024401,Scott,Dawson,wendybarber@example.net,(0114)4960357,West Bernard,M2 5ER,2025-03-24,POS_LEGACY,True,L0024401,2025-07-04,returning
C0024402,Mary,Roberts,lynn08@example.net,+44909 879 0331,Lake Karlhaven,E6 3FZ,2024-06-23,ECOM_V2,True,L0024402,2025-04-08,inactive
C0024403,Michael,Jones,vcarter@example.com,0289018707,Port Chelseafurt,L3T 0YP,2024-08-04,POS_LEGACY,False,,,returning
C0024404,Catherine,Arnold,georgia76@example.net,+441314960671,North Phillipshire,S8B 7NG,2024-10-23,ECOM_V1,False,,,high_value
C0024405,Max,Moran,leigh30@example.net,(0116) 4960080,Port Clifford,B5 0ZH,2025-01-10,ECOM_V2,False,,,inactive
C0024406,Frank,Hale,abigailmcdonald@example.net,(0161)4960262,Fergusonport,N75 4RX,2024-02-19,LOYALTY_CRM,False,,,one_time
C0024407,Eleanor,Hunter,dtyler@example.org,0191 4960273,New Jake,BN69 0BG,2024-09-20,POS_LEGACY,False,,,inactive
C0024408,Bruce,Moore,jacqueline92@example.org,+44114 4960137,Graceborough,DH0 4QX,2025-05-31,LOYALTY_CRM,True,L0024408,2025-12-30,returning
C0024409,Brian,Cox,sarah82@example.net,+441184960978,South Shaun,L8K 7GT,2025-12-23,ECOM_V2,False,,,one_time
C0024410,Billy,Collins,palmerjade@example.org,+441914960913,Barnettbury,N8 9UE,2025-02-24,MOBILE_APP,True,L0024410,2025-11-16,returning
C0024411,Timothy,Newton,allenbernard@example.net,0114 4960359,Cliffordport,N9H 5LD,2024-05-24,LOYALTY_CRM,False,,,one_time
C0024412,Sarah,Murphy,kirsty00@example.org,+44(0)1632 960 350,South Barry,JE93 9WH,2024-10-05,MOBILE_APP,False,,,inactive
C0024413,Fiona,Riley,xgregory@example.com,+44141 4960113,East Clare,BB6 3EN,2024-01-09,POS_LEGACY,False,,,one_time
C0024414,Craig,Bishop,jacksonjasmine@example.com,+44113 4960688,O'Connorshire,S9 6WJ,2025-07-14,ECOM_V1,False,,,inactive
C0024415,Jane,Ellis,elizabeth42@example.org,0909 879 0556,Lake Gailborough,W77 8JU,2024-06-25,MOBILE_APP,False,,,returning
C0024416,Ryan,Thomas,hillteresa@example.net,(0131) 496 0572,East Kayleighchester,SE7X 6TZ,2024-01-06,POS_LEGACY,False,,,reactivated
C0024417,Lewis,Holmes,danielleharris@example.com,+44(0)114 4960275,South Terenceton,B9B 6XB,2024-08-03,ECOM_V1,False,,,returning
C0024418,Alexander,Frost,jessica42@example.org,+44(0)909 879 0903,Mellorville,N4H 1GJ,2024-06-14,MOBILE_APP,False,,,one_time
C0024419,Dale,Griffiths,brettjones@example.com,+44(0)115 4960316,Johnsonstad,E5E 4FU,2025-06-30,ECOM_V2,False,,,inactive
C0024420,Jasmine,Carr,dshaw@example.org,+44306 999 0518,New Jamie,B9 9HQ,2025-04-11,LOYALTY_CRM,True,L0024420,2025-05-05,high_value
C0024421,Hilary,Reed,marilyn85@example.com,+44(0)909 8790258,Winterberg,S0F 4NX,2024-04-03,MOBILE_APP,False,,,high_value
C0024422,Arthur,Cox,hancockthomas@example.net,+4428 9018 0876,East Hannah,TS33 5LH,2025-11-02,ECOM_V1,True,L0024422,2025-11-08,returning
C0024423,Leah,Taylor,hayleyfrench@example.org,(0113)4960554,Port Robinborough,GY04 8DF,2024-09-10,ECOM_V2,False,,,returning
C0024424,Ronald,Goodwin,dominic81@example.net,+44(0)1154960618,New Jonathanside,LA4 6DQ,2024-09-30,ECOM_V2,True,L0024424,2025-05-13,one_time
C0024425,Annette,Wells,lewisryan@example.net,028 9018841,East Clifford,E27 9ZW,2025-01-17,POS_LEGACY,False,,,high_value
C0024426,Robert,Lamb,holliegraham@example.net,+44(0)909 8790371,Port Stuartville,B64 7EA,2024-11-11,ECOM_V2,False,,,reactivated
C0024427,Paula,Pearce,duffyamber@example.org,+44191 496 0494,Laurenhaven,E45 9DW,2024-12-26,ECOM_V2,True,L0024427,2025-03-20,one_time
C0024428,Glen,Johnston,dianerogers@example.com,(0161) 496 0223,Laurenshire,G7 9BT,2024-05-19,MOBILE_APP,True,L0024428,2024-10-06,inactive
C0024429,Maurice,Jarvis,daviescharlene@example.net,+441632 960 433,Hillland,ML2 1UT,2024-12-08,POS_LEGACY,False,,,returning
C0024430,Hugh,Webb,readmegan@example.com,(0121) 496 0509,Akhtarfort,LS7 1QE,2024-05-13,MOBILE_APP,False,,,reactivated
C0024431,Jack,Wright,deangibbs@example.com,+44(0)28 9018 0445,Lake Phillipfurt,W86 0TW,2025-07-24,MOBILE_APP,False,,,one_time
C0024432,Gerald,Thompson,josephineellis@example.com,(0114) 4960341,West Natalieshire,LD8V 6ZP,2025-06-14,ECOM_V1,True,L0024432,2025-11-10,returning
C0024433,Jeffrey,Barker,ibradshaw@example.com,0118 4960778,Duncanton,FK45 0TZ,2024-04-05,MOBILE_APP,False,,,high_value
C0024434,Sam,Roberts,reedgeorge@example.net,+44121 4960383,Hazelstad,S1 9GN,2024-01-12,MOBILE_APP,False,,,returning
C0024435,Suzanne,Roberts,leemark@example.com,+44909 8790754,Lake Patrick,SY9 3FF,2024-09-04,ECOM_V1,False,,,one_time
C0024436,Janice,Barton,greenjeremy@example.com,+442074960199,North Callum,S9 6DG,2024-03-12,ECOM_V2,False,,,one_time
C0024437,Chloe,Dixon,stephensonfrancis@example.org,(0191)4960554,North Jameschester,DD48 9FH,2025-10-05,MOBILE_APP,False,,,returning
C0024438,Paul,Thompson,richard47@example.org,+44(0)28 9018 0418,East Mariaville,B9E 7FB,2024-11-15,POS_LEGACY,False,,,returning
C0024439,Bradley,Jones,matthewsmark@example.org,(0808)1570652,New Joycebury,OL1B 6JX,2024-11-27,MOBILE_APP,True,L0024439,2025-04-17,returning
C0024440,Thomas,Carter,hannahschofield@example.net,+44(0)1174960610,Murphyland,BR4W 1GA,2025-06-30,ECOM_V1,False,,,one_time
C0024441,Clifford,Walsh,thopkins@example.com,0114 496 0823,Lake Adrian,WV29 1JA,2024-09-11,ECOM_V2,True,L0024441,2025-09-01,inactive
C0024442,Charlie,Sullivan,vbell@example.org,(0115) 4960611,Flemington,LL1 0JP,2025-06-06,ECOM_V1,False,,,one_time
C0024443,Natalie,Daniels,jordanbegum@example.net,01164960535,New Jamesville,DN6 6EJ,2024-08-08,LOYALTY_CRM,False,,,returning
C0024444,Dominic,Wood,natashasmith@example.org,+44(0)1914960849,North Aaron,E2 2GF,2025-08-22,POS_LEGACY,False,,,high_value
C0024445,Bethany,King,rita63@example.com,+441314960206,Harrisbury,M9C 1QX,2025-10-15,ECOM_V1,False,,,returning
